"Spend Period (Daily)","DOW","Slicer 1","Slicer 2","Slicer 3","Slicer 4","Slicer 5","Revenue Shared","Revenue Growth%"
"2026-07-21 00:00:00","3.Tuesday","Earth's Last Stand","Overall","Overall","Overall","Overall",14.459690000000002,-0.478866427286072
"2026-07-21 00:00:00","3.Tuesday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",2.3033900000000003,2.0607800146169692
"2026-07-21 00:00:00","3.Tuesday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",2.77159,41.72529674734084
"2026-07-21 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",11.24462,-0.17155413444926193
"2026-07-21 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",123.64758999999997,0.12175614278922953
"2026-07-21 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",251.63248999999993,0.20167019185893253
"2026-07-21 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",13.747139999999995,-0.46380893429454395
"2026-07-21 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",37.73876000000003,-0.1881027980824479
"2026-07-21 00:00:00","3.Tuesday","Zombie Pralay","Overall","Overall","Overall","Overall",12.73906000000001,
"2026-07-20 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",21.577569999999998,-0.30524943484788636
"2026-07-20 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",14.92134,0.04187660596581422
"2026-07-20 00:00:00","2.Monday","Earth's Last Stand","Overall","Overall","Overall","Overall",16.70155,-0.5617917329056257
"2026-07-20 00:00:00","2.Monday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",0.00627,
"2026-07-20 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",10.011400000000002,-0.5587915134111268
"2026-07-20 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",108.47729999999997,0.08019696161152501
"2026-07-20 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",275.9431300000003,0.2752495648584896
"2026-07-20 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",16.65031,-0.483136276887278
"2026-07-20 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",40.76093999999996,0.19934714178863233
"2026-07-20 00:00:00","2.Monday","Zombie Pralay","Overall","Overall","Overall","Overall",29.79369999999999,
"2026-07-19 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",23.36849,0.33846511603930773
"2026-07-19 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",20.72771,0.49861003565104856
"2026-07-19 00:00:00","1.Sunday","Earth's Last Stand","Overall","Overall","Overall","Overall",26.447320000000005,-0.44040337357759163
"2026-07-19 00:00:00","1.Sunday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",0.52555,
"2026-07-19 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",8.618079999999999,-0.5194946321391435
"2026-07-19 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",88.94564000000003,-0.17480821584327133
"2026-07-19 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",246.03662,0.24913592713848876
"2026-07-19 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",13.434110000000002,-0.5346957761708968
"2026-07-19 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",37.671299999999995,0.03903486452605831
"2026-07-19 00:00:00","1.Sunday","Zombie Pralay","Overall","Overall","Overall","Overall",17.963839999999998,
"2026-07-18 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",28.880640000000003,0.28867167577596375
"2026-07-18 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",17.964899999999997,1.7041074363744744
"2026-07-18 00:00:00","7.Saturday","Earth's Last Stand","Overall","Overall","Overall","Overall",34.55517999999999,-0.4400022817904212
"2026-07-18 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",2.049469999999999,20.754272370236695
"2026-07-18 00:00:00","7.Saturday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",0.04063,
"2026-07-18 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",7.47495,-0.4270264428107243
"2026-07-18 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",94.31728,-0.04377976615320722
"2026-07-18 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",239.57952000000006,0.26567032217444253
"2026-07-18 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",11.952139999999995,-0.6646193873090007
"2026-07-18 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",34.29405999999999,-0.182509344368588
"2026-07-18 00:00:00","7.Saturday","Zombie Pralay","Overall","Overall","Overall","Overall",14.990319999999995,
"2026-07-17 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",28.074650000000002,0.43603319464719936
"2026-07-17 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",15.469809999999997,0.23545092915516252
"2026-07-17 00:00:00","6.Friday","Earth's Last Stand","Overall","Overall","Overall","Overall",18.58505,-0.6928290443281948
"2026-07-17 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",2.6787999999999994,4.821200399843538
"2026-07-17 00:00:00","6.Friday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",1.29377,
"2026-07-17 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.616329999999994,-0.002709231161358905
"2026-07-17 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",106.38738000000005,0.09126465188887645
"2026-07-17 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",203.95403000000016,0.08090826722937505
"2026-07-17 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",22.331390000000003,-0.24915707745607507
"2026-07-17 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",38.739920000000005,-0.1392680119205183
"2026-07-17 00:00:00","6.Friday","Zombie Pralay","Overall","Overall","Overall","Overall",30.160169999999987,
"2026-07-16 00:00:00","5.Thursday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",22.00715,0.5214426056333161
"2026-07-16 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",32.102399999999996,0.2528445445430989
"2026-07-16 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",17.711360000000003,0.10743481267593502
"2026-07-16 00:00:00","5.Thursday","Earth's Last Stand","Overall","Overall","Overall","Overall",19.048050000000003,-0.7350816949831436
"2026-07-16 00:00:00","5.Thursday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",5.6170100000000005,0.6911471599496604
"2026-07-16 00:00:00","5.Thursday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",3.7542200000000006,
"2026-07-16 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",12.931189999999996,0.5975930824284637
"2026-07-16 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",131.76026999999993,0.2776447439271019
"2026-07-16 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",192.97462,-0.07396979266479964
"2026-07-16 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",23.99804,-0.28267852974153096
"2026-07-16 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",45.06607999999998,0.36090654466665084
"2026-07-15 00:00:00","4.Wednesday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",33.33776000000002,0.6408437082409462
"2026-07-15 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",26.08685,0.10719483422116238
"2026-07-15 00:00:00","4.Wednesday","Detective Vikrant","Overall","Overall","Overall","Overall",13.124940000000004,-0.14653354479890246
"2026-07-15 00:00:00","4.Wednesday","Earth's Last Stand","Overall","Overall","Overall","Overall",21.37149,-0.6036180086207537
"2026-07-15 00:00:00","4.Wednesday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.30135,-0.8769954814666662
"2026-07-15 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",12.961340000000003,0.6681905350270925
"2026-07-15 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",99.69140999999999,0.11236365397309833
"2026-07-15 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",198.01865000000015,-0.025098445936657554
"2026-07-15 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",20.370479999999997,-0.3996932230586637
"2026-07-15 00:00:00","4.Wednesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",33.888610000000014,-0.33456797080854384
"2026-07-14 00:00:00","3.Tuesday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",36.58703000000001,0.5240779288186592
"2026-07-14 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",37.076089999999986,0.4540156319242634
"2026-07-14 00:00:00","3.Tuesday","Detective Vikrant","Overall","Overall","Overall","Overall",18.326079999999997,0.7887129833876658
"2026-07-14 00:00:00","3.Tuesday","Earth's Last Stand","Overall","Overall","Overall","Overall",27.74661,7.039675939742876
"2026-07-14 00:00:00","3.Tuesday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.1276,-0.9206492335437331
"2026-07-14 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.573149999999998,0.11013100922413543
"2026-07-14 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",110.2268000000001,0.16427778406250515
"2026-07-14 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",209.40229000000008,0.1920388274792577
"2026-07-14 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",25.638510000000004,-0.20622751324553246
"2026-07-14 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",46.48219000000001,0.5406155808291222
"2026-07-13 00:00:00","2.Monday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",33.11923,0.6707863876173283
"2026-07-13 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",31.058010000000003,-0.018665508116434526
"2026-07-13 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",14.321599999999997,0.8584853998022339
"2026-07-13 00:00:00","2.Monday","Earth's Last Stand","Overall","Overall","Overall","Overall",38.11326999999999,599.9660990223903
"2026-07-13 00:00:00","2.Monday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.75793,-0.08644609172542628
"2026-07-13 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",22.69086,0.49808471615374605
"2026-07-13 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",100.42362999999999,0.0714221852552368
"2026-07-13 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",216.3836299999999,0.32822189072817354
"2026-07-13 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",32.21412,-0.1716552562050413
"2026-07-13 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",33.98594000000001,-0.053009915744315905
"2026-07-12 00:00:00","1.Sunday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",32.155089999999994,4.516522070315515
"2026-07-12 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",17.45917,-0.2002260178936176
"2026-07-12 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",13.831290000000005,0.9323462475044606
"2026-07-12 00:00:00","1.Sunday","Earth's Last Stand","Overall","Overall","Overall","Overall",47.26139999999999,25.013110747841015
"2026-07-12 00:00:00","1.Sunday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.75255,-0.5403769574670805
"2026-07-12 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",17.93545,0.1119759940729168
"2026-07-12 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",107.78784000000003,0.021859548615144275
"2026-07-12 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",196.9654500000003,0.08321901168349499
"2026-07-12 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",28.87167,-0.04587940904124854
"2026-07-12 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",36.25605,0.016414100707726753
"2026-07-11 00:00:00","7.Saturday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",19.895989999999994,1.134577359692989
"2026-07-11 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",22.41117,-0.3260625463101069
"2026-07-11 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",6.643559999999997,-0.21752280805896562
"2026-07-11 00:00:00","7.Saturday","Earth's Last Stand","Overall","Overall","Overall","Overall",61.70593,161.93715507908428
"2026-07-11 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.09421,-0.8941353620028991
"2026-07-11 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.04589,-0.030611850621124037
"2026-07-11 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",98.63551999999999,-0.10568704243600735
"2026-07-11 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",189.29062000000008,-0.10973457770356299
"2026-07-11 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",35.63754000000001,0.1166496943414792
"2026-07-11 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",41.9504,0.09881054565180336
"2026-07-10 00:00:00","6.Friday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",25.393689999999996,2.97742796951969
"2026-07-10 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",19.550140000000003,-0.4067364517631634
"2026-07-10 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",12.521590000000005,-0.08616407694221984
"2026-07-10 00:00:00","6.Friday","Earth's Last Stand","Overall","Overall","Overall","Overall",60.50392999999999,30.546968037958173
"2026-07-10 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.46018000000000003,-0.5969449869934222
"2026-07-10 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.653319999999999,-0.15264348184429333
"2026-07-10 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",97.48999,-0.23233332973739707
"2026-07-10 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",188.68764000000004,-0.00680506791040103
"2026-07-10 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",29.741759999999996,-0.029847547639527572
"2026-07-10 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",45.00811,0.12306051207322044
"2026-07-09 00:00:00","5.Thursday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",14.464659999999999,0.8260070416223246
"2026-07-09 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",25.623610000000003,-0.31113439267120147
"2026-07-09 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall",15.993139999999999,0.18159351558857972
"2026-07-09 00:00:00","5.Thursday","Earth's Last Stand","Overall","Overall","Overall","Overall",71.9016,164.05957163517826
"2026-07-09 00:00:00","5.Thursday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",3.32142,0.7143432278843629
"2026-07-09 00:00:00","5.Thursday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",0.14118999999999998,
"2026-07-09 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",8.094169999999998,-0.22699833541684789
"2026-07-09 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",103.12747000000003,-0.044571601262422655
"2026-07-09 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",208.38912000000005,0.1649471246273404
"2026-07-09 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",33.45507,0.4215699147059835
"2026-07-09 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",33.11475,-0.016185599629228387
"2026-07-08 00:00:00","4.Wednesday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",20.317450000000004,1.8670843652322398
"2026-07-08 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",23.561210000000006,-0.2101510491779759
"2026-07-08 00:00:00","4.Wednesday","Detective Vikrant","Overall","Overall","Overall","Overall",15.378389999999998,-0.08641255821165261
"2026-07-08 00:00:00","4.Wednesday","Earth's Last Stand","Overall","Overall","Overall","Overall",53.9164,249.2617898254735
"2026-07-08 00:00:00","4.Wednesday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",2.449910000000001,0.5491150750241867
"2026-07-08 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",7.769700000000002,-0.425951114562269
"2026-07-08 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",89.62123999999999,-0.07004280109775385
"2026-07-08 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",203.11656000000002,0.05237046160790548
"2026-07-08 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",33.933450000000015,0.9812041203454769
"2026-07-08 00:00:00","4.Wednesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",50.927230000000016,0.39792377950196944
"2026-07-07 00:00:00","3.Tuesday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",24.006009999999993,1.3753580697923171
"2026-07-07 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",25.499100000000002,-0.11094383093529603
"2026-07-07 00:00:00","3.Tuesday","Detective Vikrant","Overall","Overall","Overall","Overall",10.245400000000004,-0.3653442555521691
"2026-07-07 00:00:00","3.Tuesday","Earth's Last Stand","Overall","Overall","Overall","Overall",3.451209999999999,-0.41539991259481646
"2026-07-07 00:00:00","3.Tuesday","Mrityunjay | मृत्युंजय","Overall","Overall","Overall","Overall",0.06487,
"2026-07-07 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",12.226619999999999,-0.22209405529558124
"2026-07-07 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",94.67397,0.1794951369512463
"2026-07-07 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",175.66733999999997,-0.11188425755999298
"2026-07-07 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",32.29957000000001,0.5732457954081074
"2026-07-07 00:00:00","3.Tuesday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",30.17118000000001,-0.2984771247848078
"2026-07-06 00:00:00","2.Monday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",19.822540000000004,1.134747556985718
"2026-07-06 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",31.64875000000001,0.15644146896156652
"2026-07-06 00:00:00","2.Monday","Detective Vikrant","Overall","Overall","Overall","Overall",7.706059999999996,-0.5168420551044057
"2026-07-06 00:00:00","2.Monday","Earth's Last Stand","Overall","Overall","Overall","Overall",0.06342,-0.06542882404951367
"2026-07-06 00:00:00","2.Monday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",1.60805,24.419696490673413
"2026-07-06 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",15.146579999999995,-0.11675105591032853
"2026-07-06 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",93.72928000000002,0.1399273033841375
"2026-07-06 00:00:00","2.Monday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",162.9122600000001,-0.12627066698395184
"2026-07-06 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",38.88975000000001,0.7306778301815422
"2026-07-06 00:00:00","2.Monday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",35.88838,-0.21039561427459685
"2026-07-05 00:00:00","1.Sunday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",5.828869999999999,-0.17189082751673956
"2026-07-05 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",21.830129999999997,-0.27619244346758476
"2026-07-05 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall",7.157770000000001,-0.360321690420782
"2026-07-05 00:00:00","1.Sunday","Earth's Last Stand","Overall","Overall","Overall","Overall",1.81683,1.082541465595305
"2026-07-05 00:00:00","1.Sunday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",0.8296499999999999,-0.8863703287748157
"2026-07-05 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",16.12935,0.714052074001575
"2026-07-05 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",105.48204999999994,0.17819468518083692
"2026-07-05 00:00:00","1.Sunday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",181.83345000000008,0.03795854786286412
"2026-07-05 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",30.259980000000002,0.07078547793122403
"2026-07-05 00:00:00","1.Sunday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",35.67055,0.043941748538883996
"2026-07-04 00:00:00","7.Saturday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",9.320809999999994,0.5184998134623175
"2026-07-04 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",33.254079999999995,-0.08924745465625028
"2026-07-04 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall",8.49042,-0.529295602707442
"2026-07-04 00:00:00","7.Saturday","Earth's Last Stand","Overall","Overall","Overall","Overall",0.37871,-0.6920756496568772
"2026-07-04 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",13.45786,0.7703843634153593
"2026-07-04 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",110.29194999999999,0.34710357698593075
"2026-07-04 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall",212.62267999999986,0.07445985726166127
"2026-07-04 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall",31.9147,-0.03309034380982667
"2026-07-04 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall",38.17800999999999,0.2864134117441721
"2026-07-03 00:00:00","6.Friday","Apocalypse Meltdown","Overall","Overall","Overall","Overall",6.384450000000003,1.6993734039134782
"2026-07-03 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall",32.95354999999999,-0.0016350819449633125
"2026-07-03 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall",13.702229999999998,-0.21929820063277838
"2026-07-03 00:00:00","6.Friday","Earth's Last Stand","Overall","Overall","Overall","Overall",1.9179000000000004,
"2026-07-03 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall",1.6373200000000003,-0.7911341863224095
"2026-07-03 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall",16.112840000000002,0.5311453818588883
"2026-07-03 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall",126.99520999999999,0.2936925221038762
